ville,coordinatelieu
Barrou,Point(0.770555555 46.865833333)
Limey-Remenauville,Point(5.895277777 48.886388888)
Fay-aux-Loges,Point(2.139444444 47.928888888)
Le Reposoir,Point(6.535277777 46.011388888)
Rouillac,Point(-0.063333333 45.775555555)
Doussay,Point(0.275555555 46.843888888)
Apremont-sur-Allier,Point(3.047777777 46.905833333)
Apremont,Point(5.543611111 47.393611111)
Jonchery-sur-Vesle,Point(3.814722222 49.286388888)
Mont-Louis,Point(2.12 42.508333333)
Salvagnac,Point(1.687777777 43.905555555)
Saint-Blin,Point(5.412777777 48.271388888)
Montsurvent,Point(-1.497777777 49.115)
Vallesvilles,Point(1.646111111 43.591666666)
Primelin,Point(-4.611388888 48.025555555)
Auribeau,Point(5.458611111 43.836388888)
Champdeniers,Point(-0.405 46.484166666)
Manas-Bastanous,Point(0.365833333 43.370277777)
Laruns,Point(-0.427222222 42.987222222)
Ansignan,Point(2.515555555 42.760833333)
Menditte,Point(-0.901666666 43.161944444)
Rosnoën,Point(-4.194722222 48.263611111)
Esclanèdes,Point(3.361388888 44.481666666)
Moussy,Point(3.453611111 47.192222222)
Saint-Priest-Palus,Point(1.658055555 45.898055555)
Aix-la-Fayette,Point(3.521388888 45.516944444)
Saint-Cyprien,Point(1.352222222 45.250833333)
Caudebronde,Point(2.310555555 43.378888888)
Moyaux,Point(0.356111111 49.195277777)
Saint-Coulitz,Point(-4.059722222 48.190833333)
Lurcy-le-Bourg,Point(3.386666666 47.161111111)
Vernou-en-Sologne,Point(1.68 47.501388888)
Urs,Point(1.733055555 42.775)
Saint-Colomban-des-Villards,Point(6.226666666 45.294166666)
Bovelles,Point(2.145277777 49.8825)
Lasse,Point(0.010833333 47.536666666)
Saint-André-de-la-Roche,Point(7.287777777 43.74)
Bayers,Point(0.229166666 45.921111111)
Montierchaume,Point(1.775833333 46.863333333)
Saint-Pons-de-Thomières,Point(2.760277777 43.488611111)
Mascaras,Point(0.169444444 43.19)
Apremont,Point(2.508888888 49.223333333)
Appilly,Point(3.115555555 49.583333333)
Romery,Point(3.915277777 49.097222222)
Saint-Céneré,Point(-0.594722222 48.121666666)
Omméel,Point(0.145555555 48.803888888)
Gargilesse-Dampierre,Point(1.596944444 46.513611111)
Audes,Point(2.558055555 46.457777777)
Urou-et-Crennes,Point(0.014166666 48.747222222)
Montvernier,Point(6.343333333 45.321388888)
Levis,Point(3.325 47.653611111)
Saint-Cybardeaux,Point(-0.022777777 45.769722222)
Saint-Ouen-le-Pin,Point(0.106666666 49.148055555)
Pleumeleuc,Point(-1.918888888 48.184444444)
Les Billanges,Point(1.533333333 45.963888888)
Plounéour-Trez,Point(-4.318055555 48.650555555)
Asques,Point(0.949444444 43.988888888)
Échevis,Point(5.384166666 45.027222222)
Nouans-les-Fontaines,Point(1.298333333 47.136111111)
Plouénan,Point(-3.9925 48.628333333)
Flourens,Point(1.562777777 43.595277777)
Écardenville-la-Campagne,Point(0.846666666 49.118611111)
Allichamps,Point(4.892777777 48.560555555)
Sault-Saint-Remy,Point(4.161666666 49.426388888)
Saint-Pardoux-la-Rivière,Point(0.745833333 45.493333333)
Lieuche,Point(7.016944444 43.996388888)
Aujargues,Point(4.123055555 43.789722222)
La Vacquerie-et-Saint-Martin-de-Castries,Point(3.460555555 43.789166666)
Trézilidé,Point(-4.0875 48.609166666)
Saint-Goazec,Point(-3.784166666 48.1625)
Saint-Martin-Vésubie,Point(7.255833333 44.068333333)
Arpajon-sur-Cère,Point(2.456666666 44.903888888)
Frencq,Point(1.698333333 50.560555555)
Plouezoc'h,Point(-3.822222222 48.64)
Lavacquerie,Point(2.093055555 49.681388888)
Meilhaud,Point(3.162222222 45.545277777)
Marigny-le-Cahouët,Point(4.460277777 47.463888888)
Boeschepe,Point(2.691111111 50.799722222)
Prémesques,Point(2.9525 50.655277777)
Saint-Romain-de-Lerps,Point(4.796666666 44.978888888)
Ounans,Point(5.665833333 46.995555555)
Chalabre,Point(2.006388888 42.983888888)
Verrières-du-Grosbois,Point(6.276944444 47.200833333)
Saint-Cyr-des-Gâts,Point(-0.884444444 46.569166666)
Peumerit,Point(-4.309166666 47.938611111)
Trélévern,Point(-3.371666666 48.808333333)
Coulounieix-Chamiers,Point(0.691388888 45.186388888)
Pontoux,Point(5.109166666 46.924166666)
La Bastide-des-Jourdans,Point(5.634444444 43.785277777)
Maupas,Point(-0.135555555 43.846666666)
Forcé,Point(-0.699722222 48.033333333)
Saint-Ambroix,Point(4.198055555 44.260555555)
La Bégude-de-Mazenc,Point(4.935833333 44.544166666)
Saint-Hernin,Point(-3.634722222 48.218055555)
Brouvelieures,Point(6.732222222 48.237222222)
Apremont,Point(-1.740833333 46.75)
Huanne-Montmartin,Point(6.344444444 47.431111111)
Méjannes-le-Clap,Point(4.346944444 44.225277777)
La Pouge,Point(1.945 45.980555555)
Boureuilles,Point(5.0425 49.196388888)
Pierre-Levée,Point(3.038611111 48.9)
Commenailles,Point(5.451944444 46.803055555)
Flacey-en-Bresse,Point(5.391111111 46.598055555)
La Colombe,Point(1.371388888 47.888055555)
Chavannes-sur-Suran,Point(5.426666666 46.263333333)
Fessy,Point(6.411388888 46.275555555)
Saint-Étienne-des-Sorts,Point(4.706111111 44.187222222)
Beauchêne,Point(-0.7231 48.68)
Le Trévoux,Point(-3.641388888 47.894444444)
Saint-Jean-Delnous,Point(2.4925 44.044166666)
Soyons,Point(4.850277777 44.889166666)
Bully,Point(1.370277777 49.726944444)
Le Mas,Point(6.858333333 43.843055555)
Moulon,Point(-0.220555555 44.847222222)
Plouégat-Moysan,Point(-3.610277777 48.571944444)
Mahalon,Point(-4.436388888 48.034722222)
Mespaul,Point(-4.024722222 48.618333333)
Peigney,Point(5.358333333 47.879444444)
Orgeans-Blanchefontaine,Point(6.743611111 47.263333333)
La Forteresse,Point(5.403611111 45.294722222)
Mellac,Point(-3.578055555 47.903888888)
Provenchère,Point(6.643611111 47.289166666)
Frasseto,Point(9.022222222 41.896111111)
Sainte-Bazeille,Point(0.094166666 44.530277777)
Antrain,Point(-1.484722222 48.460555555)
Saint-Julien-de-Peyrolas,Point(4.565277777 44.288055555)
Saint-Floxel,Point(-1.351111111 49.491944444)
Jonquières,Point(4.899166666 44.115277777)
Sainte-Verge,Point(-0.212222222 47.0075)
Fargues,Point(-0.45 43.729166666)
Tréglonou,Point(-4.539444444 48.550555555)
Niergnies,Point(3.255555555 50.148055555)
Tramoyes,Point(4.9681 45.8783)
Les Clérimois,Point(3.441111111 48.228055555)
Vers-en-Montagne,Point(5.915277777 46.815833333)
Rouffiac-des-Corbières,Point(2.553611111 42.880277777)
Motreff,Point(-3.555277777 48.201666666)
Tréflaouénan,Point(-4.096388888 48.627777777)
Quenoche,Point(6.104444444 47.468611111)
Ploudaniel,Point(-4.313055555 48.536944444)
Léaupartie,Point(0.041666666 49.184166666)
Neaufles-Auvergny,Point(0.734722222 48.865277777)
Châteauvilain,Point(5.33 45.516666666)
Le Pin,Point(-0.296111111 45.316666666)
Saint-Léger-de-Balson,Point(-0.465833333 44.431944444)
Pléboulle,Point(-2.338333333 48.608611111)
Beaumont-de-Pertuis,Point(5.688611111 43.7375)
Charre,Point(-0.8675 43.316944444)
Saint-Sixte,Point(0.783333333 44.128333333)
Montbeugny,Point(3.488888888 46.528888888)
Château-Bernard,Point(5.576388888 44.975)
Saint-Jean-de-Belleville,Point(6.485 45.426944444)
Saint-Pierre-des-Ormes,Point(0.421388888 48.306388888)
Pléguien,Point(-2.94 48.634722222)
Nantilly,Point(5.526944444 47.458888888)
Plobannalec-Lesconil,Point(-4.229722222 47.823333333)
Anteuil,Point(6.560833333 47.3875)
Payzac,Point(4.153055555 44.453888888)
Chambérat,Point(2.413055555 46.418888888)
Moncheaux-lès-Frévent,Point(2.366388888 50.314444444)
Santec,Point(-4.029166666 48.703055555)
Saillant,Point(3.914166666 45.456666666)
Saint-Genès-Champanelle,Point(3.018888888 45.720277777)
Châtonnay,Point(5.206944444 45.485833333)
Cerfontaine,Point(4.027222222 50.260833333)
Marignac,Point(0.658333333 42.914166666)
Saint-Jean-de-Fos,Point(3.550833333 43.700833333)
Tronchy,Point(5.071944444 46.7275)
Chimilin,Point(5.599444444 45.576944444)
Clansayes,Point(4.8075 44.371111111)
Cheyssieu,Point(4.839722222 45.428888888)
Saint-Remy-sous-Broyes,Point(3.774166666 48.701666666)
Chassignieu,Point(5.504444444 45.500277777)
Plouider,Point(-4.297777777 48.608055555)
Vieux-Pont-en-Auge,Point(0.052222222 49.036666666)
Buoux,Point(5.377777777 43.831111111)
Bassuet,Point(4.667777777 48.797777777)
Châlus,Point(0.980555555 45.655)
Cholonge,Point(5.796666666 45.004166666)
Langoiran,Point(-0.401111111 44.7075)
Pont-du-Château,Point(3.248333333 45.798333333)
Saint-Genès-de-Lombaud,Point(-0.381666666 44.753333333)
Mariac,Point(4.3675 44.883611111)
Le Carbet,Point(-61.183055555 14.712222222)
Souesmes,Point(2.179166666 47.458611111)
Monceau-sur-Oise,Point(3.695555555 49.901388888)
Les Rotours,Point(-0.260277777 48.783611111)
Chatte,Point(5.283055555 45.143611111)
Saint-Léon-sur-Vézère,Point(1.088611111 45.010555555)
Chèzeneuve,Point(5.223333333 45.562222222)
Mirandol-Bourgnounac,Point(2.166388888 44.142222222)
Mauves-sur-Loire,Point(-1.393333333 47.296111111)
Fraisnes-en-Saintois,Point(6.056944444 48.375555555)
Boissy-Saint-Léger,Point(2.509722222 48.750277777)
Saint-Joseph-des-Bancs,Point(4.411944444 44.736944444)
Forges-la-Forêt,Point(-1.281388888 47.859444444)
Saint-Léger-sur-Bresle,Point(1.719722222 49.868888888)
Anthy-sur-Léman,Point(6.426944444 46.355)
Willeroncourt,Point(5.366111111 48.716111111)
Farbus,Point(2.824166666 50.356944444)
Bagiry,Point(0.625833333 42.977777777)
Saint-Pierre-de-Frugie,Point(0.998888888 45.573055555)
Fenouillet,Point(2.380277777 42.7925)
Cernay-l'Église,Point(6.830833333 47.257222222)
Thevet-Saint-Julien,Point(2.068888888 46.637222222)
Saint-Fargeau,Point(3.071388888 47.640833333)
Redessan,Point(4.496944444 43.831944444)
Puybegon,Point(1.895277777 43.790277777)
Sabran,Point(4.575 44.166666666)
Mirabeau,Point(5.656111111 43.704166666)
Saint-Ouen-de-Mimbré,Point(0.048055555 48.292777777)
Antigny,Point(0.853888888 46.535)
Loyettes,Point(5.203055555 45.774166666)
Chichilianne,Point(5.572222222 44.811666666)
Le Ménil-de-Briouze,Point(-0.399444444 48.675833333)
Saint-Michel-de-Rieufret,Point(-0.431944444 44.621666666)
Gujan-Mestras,Point(-1.067777777 44.635277777)
La Chapelle-Chaussée,Point(-1.854722222 48.271666666)
Milhas,Point(0.807222222 42.987777777)
Chamalières,Point(3.066944444 45.773611111)
Giocatojo,Point(9.35 42.443333333)
Saulnières,Point(-1.5875 47.915833333)
Entraunes,Point(6.748333333 44.188055555)
Verrières-le-Buisson,Point(2.262777777 48.7475)
Chirens,Point(5.555833333 45.413888888)
Dompcevrin,Point(5.489722222 48.931944444)
Pavilly,Point(0.953611111 49.568333333)
Antoigné,Point(-0.112777777 47.084166666)
Regnéville-sur-Mer,Point(-1.541944444 49.021388888)
Thin-le-Moutier,Point(4.501388888 49.718888888)
Lavalette,Point(3.272777777 43.691666666)
Vérignon,Point(6.273333333 43.653333333)
Serra-di-Scopamène,Point(9.099166666 41.753888888)
Saint-Gineys-en-Coiron,Point(4.533055555 44.632777777)
Sadirac,Point(-0.41 44.781388888)
Ventiseri,Point(9.383611111 41.9175)
Belvèze,Point(1.091666666 44.33)
Saint-Bénigne,Point(4.960555555 46.444722222)
Fresne-lès-Reims,Point(4.098333333 49.338055555)
Albaret-Sainte-Marie,Point(3.247222222 44.881944444)
Vitry-le-François,Point(4.584444444 48.724722222)
Harfleur,Point(0.198055555 49.506666666)
Mainzac,Point(0.485555555 45.551944444)
Duranus,Point(7.259166666 43.893333333)
Haute-Isle,Point(1.658055555 49.083611111)
Épense,Point(4.833611111 48.970833333)
Pontevès,Point(6.029444444 43.553611111)
La Chevrolière,Point(-1.611944444 47.090833333)
Havrincourt,Point(3.086111111 50.111111111)
Villers-la-Combe,Point(6.456388888 47.235277777)
Misérieux,Point(4.810833333 45.973333333)
Bouvante,Point(5.270555555 44.964444444)
Albaret-le-Comtal,Point(3.127222222 44.875)
Champcey,Point(-1.446388888 48.725833333)
Cercier,Point(6.048333333 46.025277777)
Les Arques,Point(1.250833333 44.6025)
Cigné,Point(-0.6067 48.4242)
Villefort,Point(3.931944444 44.439444444)
Caurel,Point(4.152777777 49.304166666)
Anoux,Point(5.868611111 49.275277777)
La Bassée,Point(2.807222222 50.533611111)
Moumour,Point(-0.655277777 43.213055555)
Moissey,Point(5.523611111 47.196944444)
Puydaniel,Point(1.4325 43.335833333)
Raissac-sur-Lampy,Point(2.159166666 43.277777777)
Volvic,Point(3.036944444 45.870277777)
Viodos-Abense-de-Bas,Point(-0.881111111 43.241111111)
Miniac-Morvan,Point(-1.9 48.514722222)
Masnières,Point(3.209722222 50.115277777)
Charray,Point(1.326388888 47.972222222)
Chadenac,Point(-0.441944444 45.541388888)
Magny-Jobert,Point(6.591944444 47.647222222)
Saint-Martin-de-Castillon,Point(5.511666666 43.859444444)
Saint-Sauveur-de-Montagut,Point(4.579722222 44.821388888)
Salles,Point(0.871111111 44.549166666)
Lignières-Orgères,Point(-0.206944444 48.542222222)
Argonay,Point(6.140277777 45.945277777)
Pardies-Piétat,Point(-0.299722222 43.213333333)
Chambellay,Point(-0.683333333 47.690277777)
Roumoules,Point(6.13 43.825555555)
Orvaux,Point(1.033333333 48.939166666)
Aydoilles,Point(6.571944444 48.211388888)
Virsac,Point(-0.441111111 45.027222222)
Saint-Vulbas,Point(5.290833333 45.833888888)
Sainte-Marie-de-Chignac,Point(0.828888888 45.130833333)
Saint-Victor-la-Rivière,Point(2.940833333 45.551666666)
Acqueville,Point(-0.366666666 48.971666666)
Rouvray,Point(4.103888888 47.424444444)
Fontgombault,Point(0.985 46.674166666)
Saint-Pardon-de-Conques,Point(-0.181111111 44.554166666)
Saint-Marcellin-lès-Vaison,Point(5.098611111 44.23)
Saint-Aignan-de-Cramesnil,Point(-0.279722222 49.080833333)
Montardon,Point(-0.340555555 43.375833333)
La Celle,Point(2.476111111 45.854166666)
La Rouxière,Point(-1.067777777 47.442777777)
Grambois,Point(5.588611111 43.762222222)
Mouterre-sur-Blourde,Point(0.754166666 46.201944444)
Valleroy-le-Sec,Point(6.01 48.186944444)
Sanilhac-Sagriès,Point(4.424444444 43.955)
Oroux,Point(-0.089444444 46.691944444)
Saint-Derrien,Point(-4.1825 48.5475)
Saint-Laurent,Point(4.770833333 49.763611111)
Jonquières-Saint-Vincent,Point(4.563333333 43.828055555)
Gahard,Point(-1.519166666 48.296944444)
Flines-lez-Raches,Point(3.183055555 50.426666666)
Sillery,Point(4.132222222 49.198055555)
Andillac,Point(1.890833333 43.998888888)
Montagny-sur-Grosne,Point(4.55 46.355833333)
Flottemanville-Hague,Point(-1.722222222 49.621666666)
Sanilhac,Point(4.25 44.535833333)
Heuchin,Point(2.269722222 50.476388888)
Les Bottereaux,Point(0.668055555 48.8725)
Guéthary,Point(-1.609166666 43.425833333)
Ajou,Point(0.7825 48.979444444)
Châteaugay,Point(3.084722222 45.851111111)
Mareuil-sur-Ay,Point(4.031111111 49.048055555)
Floyon,Point(3.887222222 50.040555555)
Récourt-le-Creux,Point(5.390277777 49.004722222)
Villy-le-Pelloux,Point(6.133055555 46.000277777)
La Bigne,Point(-0.721666666 49.011666666)
Civray,Point(0.295277777 46.148055555)
Thurageau,Point(0.2425 46.768055555)
Putanges-Pont-Écrepin,Point(-0.246944444 48.763888888)
Brie,Point(-1.537222222 47.951944444)
Villers-Semeuse,Point(4.749444444 49.739444444)
Vivier-au-Court,Point(4.830833333 49.734722222)
Freychenet,Point(1.720277777 42.908611111)
Villers-Pater,Point(6.161944444 47.466944444)
Chaméane,Point(3.451111111 45.513333333)
Belle-et-Houllefort,Point(1.758611111 50.743611111)
Boufflers,Point(2.020555555 50.261944444)
La Flocellière,Point(-0.860833333 46.832222222)
Villanova,Point(8.667777777 41.959444444)
Guilleville,Point(1.813888888 48.224444444)
Thouarcé,Point(-0.499722222 47.266944444)
Mareau-aux-Prés,Point(1.799444444 47.847222222)
Saint-Aignan,Point(-0.298333333 44.943611111)
Naussac,Point(3.838611111 44.727222222)
La Berlière,Point(4.919722222 49.522222222)
Issancourt-et-Rumel,Point(4.822222222 49.754444444)
Lumes,Point(4.783888888 49.735277777)
Creissan,Point(3.010833333 43.375)
Polastron,Point(0.844722222 43.531111111)
Revens,Point(3.296388888 44.086944444)
Chambon,Point(-0.842222222 46.109444444)
Briquemesnil-Floxicourt,Point(2.086388888 49.884444444)
Plumetot,Point(-0.3575 49.279444444)
Lanty,Point(3.841111111 46.810277777)
Brando,Point(9.475277777 42.775)
Marœuil,Point(2.705555555 50.323888888)
Pouru-aux-Bois,Point(5.091944444 49.706388888)
Gigny,Point(5.461111111 46.451944444)
Ville-sur-Lumes,Point(4.790555555 49.753055555)
Gomiécourt,Point(2.799722222 50.150277777)
Saint-Léonard-en-Beauce,Point(1.380555555 47.830833333)
Villers-Cernay,Point(5.031388888 49.717222222)
Machemont,Point(2.873888888 49.496666666)
Langesse,Point(2.66 47.820555555)
Mieussy,Point(6.522777777 46.134166666)
Les Fessey,Point(6.517777777 47.82)
Sept-Vents,Point(-0.820277777 49.075833333)
Talairan,Point(2.663333333 43.051388888)
Bissy-la-Mâconnaise,Point(4.788611111 46.481111111)
Marsolan,Point(0.539444444 43.943055555)
Saint-Martin-du-Fouilloux,Point(-0.704722222 47.431111111)
Jonquerets-de-Livet,Point(0.608055555 49.021388888)
Douchy-lès-Ayette,Point(2.717222222 50.176111111)
Ajain,Point(1.998611111 46.2075)
Saint-Christophe-de-Double,Point(0.015833333 45.080555555)
Bléquin,Point(1.989166666 50.663333333)
Saint-Quentin-sur-Indrois,Point(1.023611111 47.203611111)
Gruffy,Point(6.055 45.787777777)
Le Renouard,Point(0.101111111 48.921111111)
Saint-Laurent-sous-Coiron,Point(4.481944444 44.636944444)
Turriers,Point(6.168888888 44.401388888)
Biville-la-Baignarde,Point(1.048055555 49.721111111)
Saint-Forgeux-Lespinasse,Point(3.931111111 46.123333333)
Mansencôme,Point(0.339722222 43.871111111)
Coucy,Point(4.458055555 49.506111111)
Cierges-sous-Montfaucon,Point(5.093333333 49.2975)
Saint-Bonnet-Briance,Point(1.476388888 45.7075)
La Vernarède,Point(4.009166666 44.288611111)
Bazian,Point(0.322222222 43.669166666)
Les Salles-du-Gardon,Point(4.034722222 44.206944444)
Perthes,Point(4.350555555 49.449444444)
Unienville,Point(4.545 48.326944444)
Louvroil,Point(3.96 50.265)
Lacaussade,Point(0.825555555 44.506111111)
Hautesvignes,Point(0.352222222 44.459166666)
Longemaison,Point(6.459444444 47.081666666)
Craon,Point(-0.949722222 47.848055555)
Mauléon-Barousse,Point(0.567777777 42.959444444)
Rubécourt-et-Lamécourt,Point(5.0225 49.69)
Sévérac,Point(-2.076666666 47.55)
Bisinchi,Point(9.323611111 42.478333333)
Léoncel,Point(5.192777777 44.910833333)
Pouillon,Point(3.947777777 49.314166666)
Chèvreville,Point(2.849444444 49.11)
Héric,Point(-1.651666666 47.4125)
Blousson-Sérian,Point(0.195277777 43.459722222)
Marmouillé,Point(0.202222222 48.673333333)
Saint-Bonnet-du-Gard,Point(4.545277777 43.926944444)
Igornay,Point(4.378611111 47.045)
Chagnon,Point(4.553055555 45.534722222)
Nivollet-Montgriffon,Point(5.446388888 45.993055555)
Gaujac,Point(4.578333333 44.078888888)
Razengues,Point(0.997222222 43.641388888)
Montaulin,Point(4.195277777 48.253055555)
Montrécourt,Point(3.451388888 50.232222222)
Les Herbiers,Point(-1.013611111 46.871111111)
Le Chevain,Point(0.125277777 48.432777777)
Jourgnac,Point(1.214444444 45.719166666)
Moulinet,Point(7.412777777 43.940833333)
Lespéron,Point(3.897777777 44.730833333)
Vénérolles,Point(3.639444444 49.9825)
Marennes,Point(4.9125 45.620833333)
Lédenon,Point(4.509166666 43.915277777)
Cran-Gevrier,Point(6.103888888 45.903611111)
Planzolles,Point(4.154166666 44.485555555)
Miserey-Salines,Point(5.973611111 47.286388888)
Sainte-Marie-du-Bois,Point(-0.891388888 48.563055555)
Sousville,Point(5.807222222 44.913333333)
Braillans,Point(6.09 47.309166666)
Saint-Pierre-la-Rivière,Point(0.19 48.826388888)
Courson,Point(-1.081111111 48.853888888)
Montépilloy,Point(2.698055555 49.209166666)
Trie-sur-Baïse,Point(0.370277777 43.321388888)
Escoville,Point(-0.238055555 49.210277777)
Marçon,Point(0.511388888 47.709444444)
Saint-Julien-sur-Dheune,Point(4.545 46.773055555)
Le Tiercent,Point(-1.406388888 48.349166666)
La Muraz,Point(6.205555555 46.123333333)
Barbezieux-Saint-Hilaire,Point(-0.155555555 45.472777777)
Morvilliers,Point(4.619166666 48.380555555)
Belloy-sur-Somme,Point(2.133333333 49.965555555)
Beuvron,Point(3.493888888 47.359166666)
Juigné-des-Moutiers,Point(-1.185277777 47.678888888)
Bélaye,Point(1.193055555 44.465277777)
Mouton,Point(0.243055555 45.891388888)
Saint-Julien-en-Saint-Alban,Point(4.6975 44.754444444)
Dournon,Point(5.965277777 46.932777777)
Saint-Martin-le-Bouillant,Point(-1.177222222 48.785277777)
Lingreville,Point(-1.526944444 48.950555555)
Saint-Georges-de-Mons,Point(2.838611111 45.939444444)
Aspet,Point(0.801388888 43.015277777)
Épargnes,Point(-0.802777777 45.542222222)
Réchésy,Point(7.113055555 47.508333333)
